posts,angry,fear,happy,neutral,sad,surprise,type
种地吧 第二季会有知道上春晚的场景！！！！期待期待我可太期待了 ,0.0,0.05,0.93,0.0,0.0,0.06,ESTJ
回来一看我们玩的项目基本看不出来在迪士尼啊啊啊啊 好吧其实我们在[name]。谁家好人把迪士尼浪漫乐园当欢乐谷玩啊。。 再也不想得干眼症了的微博视频 ,0.27,0.06,0.19,0.0,0.26,0.24,ENFP
#aria is a good time # 运动使我快乐谢谢 [address] ,0.0,0.0,1.0,0.0,0.0,0.0,ENFP
牛肉干吃完了 不想回购 好吃的牛肉干在哪里…！！有无好分享又有点想念好友做的巴斯克了 孩子馋哭了 ,0.23,0.0,0.11,0.0,0.84,0.0,ESFJ
#赵露思 [address]鬼迷日眼的照片#露宝美感觉一堆看到题目以为又可以歹着机会可以发泄情绪的又要破防阴暗了 ,0.45,0.13,0.1,0.11,0.28,0.1,INFP
世界上有没有不发[num]-[num]个月的照片的不出门的已经躺下了的像我一样的人 ,0.45,0.0,0.07,0.11,0.38,0.0,ESTJ
#[name]巴黎时装周# cy#浪凡品牌代言人[name]# 演员[name]才刚开始，未来可期！我们约定不变，与你一起努力前行！[name][address]楼|李[address]|李相夷|南风知我意|傅云深@[name] ,0.0,0.0,0.62,0.35,0.0,0.09,ISTP
分享新裤子的单曲《就是不妥协斯基》就是不妥协斯基 (@网易云音乐) 不想妥协 ,0.26,0.11,0.29,0.2,0.14,0.0,ENFP
因为血糖低买了糖，额，不好吃，天气热起来容易化，不过天热之前应该会搬家。 ,0.0,0.11,0.11,0.32,0.61,0.0,INTJ
现在脑袋放空的时候想起力丸左手牛奶右手美式一边一口在嘴里mix成拿铁的画面就会忍不住笑这个世上真有这种人做什么都这么可爱，妖女到底对我施了什么魔法啊 ,0.18,0.0,0.6,0.0,0.12,0.29,ENFP
#[name]棣奥利奥品牌代言人# #[name]棣# 【首评专用】 我的脑袋是个小小星球，每天只有你开着月亮列车巡游 。@[name]棣_dylan  ,0.05,0.0,0.47,0.38,0.0,0.07,ENFJ
tf家族扩列/深交qq，v都可以，我无雷属于慢热吧前期比较内向后面就跟变一个一样 ,0.16,0.08,0.17,0.44,0.1,0.0,INFP
以前出去玩最爱的是拍照现在是跟别人唠嗑在[address]跟司机师傅聊天，他说以前他们那儿藏族每个家族都会出一个喇嘛，小孩很小就送过去。现在没有啦，大家都去读书了我：好好好，读书改变生活，还是宣传科普设施到位了 ,0.12,0.0,0.77,0.12,0.09,0.0,ESFP
我去，被痛经痛醒了，，昨天晚上还在想是不是这段时间压力太大了所以一直延期，今天就来了，可怜我新穿的小裤 ,0.21,0.07,0.0,0.0,0.93,0.0,ISTJ
#svip免费领# #svip体验卡免费领# 我成功领取了[num]天svip体验卡。快快点击即刻成为微博svip。去机型小尾巴、个性flag、内容权益、动态头像、评论气泡等超多尊贵权益等你来体验！ svip体验卡 ,0.0,0.06,0.51,0.38,0.0,0.07,ENFJ
不懂译者为什么要在书里掺杂自己的碎碎念……作为读者看到语境不同的文字真的觉得很烦，《[num]q[num]》翻译的败笔 ,0.94,0.0,0.0,0.0,0.18,0.06,INFJ
当初没磕上[name]是我最后悔的事情（小学生哪里知道有[name]啊不然的话就可以是十年@ [name]了 ,0.26,0.1,0.07,0.11,0.55,0.08,ENFP
听了[name]真的播客，确实有启发她很优秀也非常自信。我应该对自己有清晰的认知，付出相应的努力 ,0.0,0.0,0.92,0.06,0.0,0.0,ISTP
从昨天到今天为这首bgm哭了两天了 那些年我嗑过的cp都be了  ,0.06,0.0,0.0,0.0,0.96,0.08,INFP
别人华丽的祝福也许像好词好句摘抄 刘要问给[name]的每一个字感觉都贯穿了他们相处的点滴 ,0.0,0.0,0.69,0.25,0.11,0.0,ENFP
和妈妈躺在沙发上 头对着头 她说 你困了 打哈哈了我说 嗯 她说我也困了 躺在这里就想睡觉 我说 躺在床上就不困了 她说 沙发会催眠 ,0.07,0.06,0.34,0.23,0.27,0.06,INTP
同居第一天  任我闹到两点才睡觉  第二天还得早起上班  还一直哄我说不困不困一直在一起也没有那么糟糕嘛 ,0.76,0.0,0.0,0.0,0.35,0.0,ISTP
你要开得起玩笑这是什么逻辑啊这就是道德的一个变种的败坏说的真好不想被欺负就要更强大 网页链接 文学小青年的微博的微博视频 ,0.61,0.0,0.23,0.15,0.0,0.06,INTJ
#[num]网易云音乐年度听歌报告# 古典音乐负责治愈，日系摇滚带来偶尔的亢奋。很符合这一年我的精神状态。[雪人] ,0.0,0.0,0.77,0.21,0.0,0.0,INFJ
忙晕了，从一睁眼就开始忙，总算把企业舆情结课作业写完了，到闭眼前还在忙策划案文案，真不行了，睡了 ,0.48,0.05,0.0,0.0,0.6,0.0,ISFJ
穿了闵姐同款短袖本想重整职场自信😎结果此刻因为肠胃炎蹲在地铁厕所 ,0.0,0.0,0.0,0.13,0.73,0.06,INFP
虽然在intj和intp间纠结不定，但是本懒人觉得，自己应该还是p更多一些，j应该不会休息日一觉睡到中午，而且本人有限的精力应该不太能维持住j，算了，这个mbti就告一段落吧 ,0.2,0.0,0.11,0.32,0.61,0.0,INTJ
绿色小猪到处跑 好消息抢到原价相纸了 坏消息寄到我妈单位了但是我中午就飞走了而且改不了地址 ,0.52,0.0,0.0,0.0,0.38,0.06,ENFP
这地简直就是妈妈福地花点钱把父子俩寄存在这里我享受自由时光 ,0.0,0.0,0.87,0.0,0.05,0.15,INFJ
一点都不喜欢熬夜。特别是上大学之后。一点都不喜欢大学。为什么隔一段时间我就要心情很不好一次呢。想念我的好朋友们，我们会浪费一整节晚修来互诉心事。我不要再回看过去了，我要一直过好当下。忙起来也是一件好事吗。嗯，请行动起来。我永远是最好的最棒的。相信自己。 ,0.16,0.0,0.88,0.0,0.11,0.0,ENFP
本来挺困要睡着了，突然想起了下头前任，想去那些事情又恶心气得睡不着 ,0.71,0.0,0.0,0.0,0.25,0.0,ESFJ
不是我说，连四硫酸根都不会念的人，来带考研化学，过于自信了吧。关键这课还是买的人最多的，但我也没办法，我还得听他的课，我真是…… ,0.81,0.0,0.0,0.0,0.27,0.0,INFJ
爱美人。有些人是真的美，像油画一样。好美的胴体。真你大爷的美。呜呜呜 ,0.33,0.0,0.2,0.05,0.39,0.07,INFP
时间过的好快啊 一年又要过去了圣诞节快到了 新年快到了 我又要过生日了希望新的一年是好的一年家人 好朋友们 好的人 都在身边 ,0.0,0.0,1.0,0.0,0.0,0.0,ENFP
[num]号托鹅所 发个库存 宝宝日常🧸加二 欧米嘉 奶兔嘉 狼崽 ,0.0,0.07,0.35,0.43,0.0,0.13,INTJ
最近一个星期都在看《种地吧》被元气森林的广告给洗脑了今天去买零食收银员都扫零食码了我还顺手拿了瓶元气森林 ,0.39,0.0,0.24,0.09,0.15,0.2,INFP
我恨他，为什么可以对我的痛苦视而不见，为什么可以毫不在意，为什么在用最残忍的方式伤害了我之后还有装作一副受害者的样子，就是因为他的这种态度才是最残忍的。对我来说，软弱的人最残忍。 ,0.68,0.09,0.06,0.0,0.29,0.0,INFP
虽然我很清楚我上班有多蓬头垢面，全身上下散发着浓郁怨气。但我每次到写字楼入口验人脸识别，机器总是把我测出“非活体攻击，已报警”，我真的会狠狠地被扎了一刀。 ,0.69,0.1,0.0,0.12,0.17,0.0,INFP
#[name]弘凡[num]生日快乐# hzhf#[name]弘凡[num]岁捕梦新乐章# day[num] 最喜欢的表演/唱歌舞台最喜欢的必是我的top巡演！@[name]弘凡_lars ,0.0,0.0,0.98,0.0,0.0,0.08,ENFP
好在有九点半洗完澡出来和红红的夏夜晚风，抵了一整箱子拿不出来的书，icu精神谵妄躁动的患者、心有余悸又止不住的魇没有红红怎么办，冬天来了又怎么办 ,0.19,0.1,0.12,0.0,0.61,0.0,INFJ
got[num][name]谦 [num] 🌼 ig / x 更新step step step steppin~😁🙌🕺🐥🫶 -程陌渊-的微博视频 ,0.0,0.12,0.39,0.56,0.0,0.09,INFP
大晚上不想睡觉，再想到明天通勤[name]一个小时的我好想念以前十分钟的时候（图文无关只是想单纯炫耀一下我做的饭 ,0.25,0.0,0.0,0.0,0.92,0.0,INFP
黄金局太搞笑了小学生《净化解塔伤》《六点半》《还早着呢》莫名其妙发了一个还嗨哟 我还莫名其妙呢 下一句你干嘛就来了 不愧是友军 ,0.16,0.0,0.67,0.05,0.0,0.2,ENTP
大观园里有那么多女孩 好看的 有才的 [name]的 贤惠的，宝哥哥为什么只喜欢林妹妹  因为他们脾性相投 是的 互相喜欢的人之间 应该总有说不完的话 ,0.0,0.0,0.74,0.17,0.19,0.07,ISTP
与风行真好看哈哈哈哈哈就是更得太少了 沈璃反差萌  可爱又帅气哈哈哈哈哈哈好期待后面的剧情 ,0.14,0.0,1.0,0.0,0.0,0.0,INFJ
人生花路#[name]粉丝人生花路#[name]今天去运动会值班啦，所以只背了单词。day-[num] ,0.0,0.06,0.42,0.39,0.21,0.13,INFJ
#[name] 以后会更加严格约束自己言行#反正我和我身边的女生不会说母狗这种词 ,0.27,0.0,0.24,0.37,0.06,0.0,ESFP
又突然憋的慌 把自己情绪不满上redbook小号吐槽了一次。 不知道是不是真的是童年的哭泣的自己依旧没有得到我妈的道歉的原因 ,0.18,0.11,0.0,0.0,0.85,0.0,INTP
潮牛海记就是我的第二个家！自己调的料拌面 也太好吃了[num]⃣️！！！ [address]·潮牛海记潮汕牛肉火锅店 ,0.0,0.0,0.93,0.07,0.0,0.11,INFP
如果拯救是让我失去自由，如果拯救是让我[name]围观那还不如不作为，任我自生自灭。熊猫：nm，让我灭绝吧。 ,0.5,0.06,0.11,0.24,0.2,0.0,ESTP
总环给我推了它的一个三区的ur然后还推了jh的二区子刊但后面那个不能直接ur总体来说总环好感度直升 拒稿信都写得很有礼貌虽然我是拒稿后又重投的再次拒稿速度很快效率很高导高效率的一直和我一起投稿不管能投几区能投总是好的吧姨妈过去 甲流有点后遗症我离趁早大 ...全文,0.14,0.0,0.76,0.1,0.11,0.0,ESTJ
今天顺丰给我打电话我在办公室接了。顺丰：你好你的快递马上送到了你在家吗？ 我：我不在家，麻烦放家门口就好。 顺丰：你是这个时代少年团（被我打断，他喊的声音超级大我害怕被我同事听见） 我：是是是，你放家门口 顺丰：这不是什么重要物品吧 我：不是重要东西，你随便放随便放，我挂了吓出一声冷汗😰,0.38,0.2,0.0,0.17,0.0,0.15,INFJ
生病的时候什么都不想了 只想要好好活着 太痛苦 大家都要保护好身体😷😷（ps.世界上的药如果都和止咳糖浆一样好喝就好了） ,0.0,0.0,0.41,0.17,0.41,0.0,ISFJ
#令人心动的vlog##微博热门影集# @微博vlog 日常 美国·hawaii wakiki bayusa 龙神catherine的微博视频 ,0.06,0.09,0.55,0.31,0.0,0.16,INTJ
#优酷给足了[name]排面# 拥有了[name] 你就拥有[name]成千上万的剧粉  剧粉跟着[name]走这个代言人选的好 ,0.0,0.05,0.7,0.2,0.0,0.0,ESFJ
塞纳河杂货店snh[num]一次就这么欧了...除了奶瓶别的都出 ,0.21,0.0,0.32,0.1,0.08,0.37,INFP
肖战愿你能有喜极而泣的感动，和虚惊一场的运气，愿你一生都能[address]喜乐@x玖少年团肖战daytoy ,0.0,0.0,0.94,0.06,0.0,0.0,INTJ
出差 公车里面太阳太大了 我和同事在车里打伞主任还笑我们要把我们发到网上#吱的上班日记# ,0.08,0.0,0.67,0.0,0.12,0.15,INFP
好不容易等到[num]点半在床上窝好打开腾讯视频刷新了好几次，才突然想起来今天三体电视剧不更新脱水——脱水—— ,0.18,0.0,0.0,0.05,0.54,0.23,INFP
早上皮蛋瘦肉粥，中午吃酸菜鱼，晚上吃冒菜和干锅章鱼（好难吃）和烤串。。上午有冰美式，下午有柠檬茶和西瓜啵啵，还有气泡水，我桌子上，真的全是瓶子。。我同事，看我喝水，也觉得离谱。 ,0.18,0.08,0.0,0.1,0.41,0.17,ENTP
j人和p人的区别j人：我火车还有[num]分钟就要开走了我还没出门！！p人：还有[num]分钟呢  可以再等五分钟 ,0.56,0.0,0.06,0.2,0.31,0.1,ENFJ
安眠药好久没这么起效过了，一觉睡到中午，起来做了个核酸回去躺下又昏睡到五点多，现在在吃自[num]号晚上那半碗西红柿鸡蛋面后的头一顿饭 ,0.09,0.0,0.0,0.08,0.65,0.07,INFP
刚跑去单人间隔离了 考完试第一个行程 隔离度假村大家评论我前记得戴口罩不然怕传染给你 ,0.27,0.28,0.0,0.2,0.11,0.0,ISFP
看xhs的帖子怎么用iphone 调出富士滤镜也不知道像不像那么回事儿 ,0.06,0.0,0.0,0.19,0.18,0.51,ENFP
上周天过来的粉丝，目前已经来到[num]万油，⑨贝的翻苍。下面是今天的[name]操作，直接拿下④连貹，咱们玩儿的就是真实，简单且粗暴的打u!#币圈##区块链##加密货币##财经# ,0.13,0.07,0.45,0.38,0.0,0.0,INFJ
说实话，爱迫纯粹是因为我的产品才会坚持看完的，甚至花絮都比正片好看，剧情真的很无趣很糟糕，角色都很脸谱化；这次本来是期待女王的男女主搭戏的，可是又一次失望了，真的好难看，一点cp感都找不到，特别是在我再一次刷完爱情法之后，有了对比就显得更难看呢。真是浪费了[name]这一年多的时间，哭。 ,0.41,0.0,0.0,0.0,0.61,0.0,ENFP
接上条，我只能说我还是比较看重人与人之间的交流，哪怕是金钱关系，如果你不尊重我这生意我也不会做，如果你尊重我我哪怕自己亏点也无所谓，我觉得很温暖就可以了。是不是太理想主义了，不知道，所以我要退出商科舞台进攻理科（什么，嗯嗯。） ,0.14,0.0,0.5,0.25,0.21,0.0,INFJ
我宣布run for roses是我心中世界上最伟大的女团曲  听完爽一天😋 ,0.0,0.0,1.0,0.0,0.0,0.0,ENFP
哇谁懂想上线看下转盘存了多少抽发现巡游给了一张[num] 还给我带了一张巡游黑卡像某种暗示一样那么转盘你会早早来吧齐司礼 ,0.08,0.0,0.77,0.0,0.0,0.18,ISTP
人还在家，已经在规划明天实验做哪些，本周怎么规划使下一次的组会数据比较饱满，怎么收集样品去测试表征。c，还我松弛感啊 ,0.12,0.0,0.61,0.07,0.24,0.05,INFP
"极禹🎹#极禹 临界暧昧# 🎸#极禹 你是心中唯一#【[num]】#极禹 双c出道#🔝#极禹 三代全能双top#“让我长成的身体上，挂着潮湿的你”💞💞&quot;𝓞𝓷 𝓶𝔂 𝓶𝓪𝓽𝓾𝓻𝓮 𝓫𝓸𝓭𝔂, 𝓽𝓱𝓮𝓻𝓮 𝓱𝓪𝓷𝓰𝓼 𝓽𝓱𝓮 𝓭𝓪𝓶𝓹 𝔂𝓸𝓾.&quot;❤️❤️❤️❤️氧气失联的微博视频",0.0,0.1,0.42,0.32,0.22,0.08,INFP
阴阳师手游谁能想到啊，刚下手了月读周边结缘聊天就被月读嘲讽了呢，要不是他长得好看 ,0.34,0.0,0.13,0.1,0.13,0.28,ESTP
#扇贝打卡# 第[num]天背单词　✅我在用扇贝背单词，和我一起打卡吧 网页链接 ,0.0,0.0,0.47,0.39,0.11,0.0,INFP
我只想知道自己到底几分 如果能调剂会调剂到哪里 反正一志愿是不可能了 也不能算梦中情校 只能算是最高性价比的选择 ,0.0,0.0,0.27,0.19,0.4,0.05,ISFP
本周我完成了连续[num]天铁粉打卡，与@tfboys-[name] 的铁粉值额外增加[num]分！ ,0.0,0.0,0.6,0.37,0.05,0.0,ISFJ
画完稿子了，真的一身轻松爽。不过又接了个委托，嗯嗯，减肥买小礼物 ,0.0,0.0,1.0,0.0,0.0,0.0,INTP
#集龙宝行龙运# 龙年福运长龙！我收到了@微博开新年 送我的#有爱龙宝# 集齐[num]种龙宝卡，除夕夜[num]:[num]准点开红包，最高[num]元！速戳&gt;&gt;集龙宝行龙运 加入集卡，迎接龙年开门红！#微博开新年# ,0.09,0.0,0.85,0.11,0.0,0.08,ISTP
今天完成任务[num].p好图[num].发快递（上次欠的明信片还没发…回家以后连吃三次烧烤…直接一个大吐特吐绝了 ,0.54,0.0,0.07,0.09,0.24,0.0,ENFP
[num]刷沙丘在想，弗雷曼人感觉会说英语的人还是不太多…？但是按照这个星际世界观设定，感觉英语又是属于皇帝家族的主要语言，伊勒琅公主也使用英语在记录这些故事。电影里面出现的几种自创外语：弗雷曼语（土著语言，但是斯第尔格又有[address]口音，[address]又是姐妹会宗教深耕的区域，厄拉科斯的[address]和北部两 ...全文,0.0,0.0,0.06,0.79,0.06,0.08,ENTP
大b溃 刚收到的睡衣 洗烘完变成儿童尺寸了这就是烘干机的学费吗 ,0.29,0.0,0.0,0.13,0.18,0.49,ISFJ
张函瑞周边中转站张函瑞周边中转站老师们抱歉，刚刚那条微博搞错了 ,0.27,0.07,0.0,0.27,0.28,0.24,ISFP
周一的救星倒回去看我才发现，来自燿日的直球关心，允元的耳朵会变红呐，因为大多数时候都是燿日被允元撩的脸红扑扑hhhh，允元这反应属实可爱 ,0.0,0.0,0.94,0.0,0.0,0.12,ISFP
领导说昨天去看演唱会啦？我说对啊 我特地赶回来还上了个早班我敬业吧 ,0.22,0.0,0.59,0.1,0.0,0.24,INFJ
用心棒更加干净利索 而且人物比较有趣 [address]亥之吉这种 大镖客感觉还就是帅 而且可能因为用的是枪 结束的太快了 胜负就在一瞬间 卯之助还能苟延残喘一下 [name]直接挂了 而且用心棒开头内个毛笔字报幕栏 太好看了 ,0.0,0.0,0.99,0.0,0.0,0.0,ISFP
以前说想成为歌手的那个小女孩在故事的最后说出了这句话你说我怎么能释怀 ,0.16,0.0,0.0,0.08,0.69,0.18,INFP
《oo选择最喜欢的part——善禹part》🐱：“善禹哥的part。”🦊：“噢噢？”（小小好奇和没想到是自己）🐱：“原因是没有舞蹈。”🦊：“确实。”🦅：“其他人在清扫地面的灰尘来着。”笑死了扫灰尘的舞蹈大家一同认证的好part 没有舞蹈就可以更好展示自己了是适合我们善禹宝的part,0.0,0.0,0.89,0.11,0.0,0.14,ISFP
